GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Logging HTTP Server Java EE,com.ocarlsen.logging.http.server.javaee,CachingServletOutputStream,0,44,0,0,0,16,0,7,0,7
Logging HTTP Server Java EE,com.ocarlsen.logging.http.server.javaee,RequestLoggingFilter,0,142,3,3,0,31,3,10,0,10
Logging HTTP Server Java EE,com.ocarlsen.logging.http.server.javaee,ByteArrayHttpServletRequest,0,81,2,8,0,21,2,8,0,5
Logging HTTP Server Java EE,com.ocarlsen.logging.http.server.javaee,ResponseLoggingFilter,0,118,1,1,0,26,1,10,0,10
Logging HTTP Server Java EE,com.ocarlsen.logging.http.server.javaee,CachingHttpServletResponse,0,104,2,14,0,28,2,12,0,6
Logging HTTP Server Java EE,com.ocarlsen.logging.http.server.javaee,ByteArrayServletInputStream,0,37,0,2,0,11,0,8,0,7
